"Year","Tm","FG","FGA","X3P","X3PA","X2P","X2PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","PTS"
1996,"ATL",2985,6665,566,1595,2419,5070,1523,2012,1182,2148,1609,771,319,1183,8059
1996,"BOS",3163,6942,539,1453,2624,5489,1630,2284,1050,2427,1792,653,406,1252,8495
1996,"CHH",3108,6618,584,1520,2524,5098,1631,2119,987,2256,1907,582,277,1196,8431
1996,"CHI",3293,6892,544,1349,2749,5543,1495,2004,1247,2411,2033,745,345,1134,8625
1996,"CLE",2761,5998,596,1582,2165,4416,1355,1775,867,2055,1818,674,340,985,7473
1996,"DAL",3124,7431,735,2039,2389,5392,1426,1975,1408,2379,1913,642,342,1240,8409
1996,"DEN",3001,6657,397,1148,2604,5509,1614,2173,1057,2487,1851,521,597,1220,8013
1996,"DET",2810,6122,545,1350,2265,4772,1657,2206,884,2440,1610,506,352,1163,7822
1996,"GSW",3056,6700,447,1199,2609,5501,1775,2340,1173,2285,1889,706,470,1299,8334
1996,"HOU",3078,6638,637,1761,2441,4877,1611,2106,919,2455,1982,645,476,1204,8404
1996,"IND",2979,6205,363,973,2616,5232,1823,2416,1010,2262,1917,579,323,1299,8144
1996,"LAC",3126,6618,509,1374,2617,5244,1392,1984,979,2190,1672,703,411,1299,8153
1996,"LAL",3216,6706,477,1359,2739,5347,1529,2049,995,2303,2080,722,516,1132,8438
1996,"MIA",2902,6348,552,1458,2350,4890,1553,2187,999,2495,1752,574,439,1339,7909
1996,"MIL",3034,6490,357,1056,2677,5434,1412,1914,973,2164,1755,582,307,1241,7837
1996,"MIN",2974,6481,279,857,2695,5624,1797,2314,985,2271,1867,650,481,1379,8024
1996,"NJN",2881,6750,250,746,2631,6004,1672,2244,1350,2503,1752,627,571,1309,7684
1996,"NYK",3003,6382,485,1285,2518,5097,1480,1954,829,2449,1822,645,377,1230,7971
1996,"ORL",3203,6640,622,1645,2581,4995,1543,2232,966,2401,2080,663,406,1136,8571
1996,"PHI",2796,6418,492,1438,2304,4980,1662,2263,1031,2161,1629,643,420,1361,7746
1996,"PHO",3159,6673,327,984,2832,5689,1907,2472,1009,2501,2001,623,331,1172,8552
1996,"POR",3064,6688,480,1358,2584,5330,1537,2321,1160,2577,1760,594,417,1330,8145
1996,"SAC",2971,6494,462,1194,2509,5300,1759,2407,1114,2345,1829,643,436,1392,8163
1996,"SAS",3148,6602,518,1320,2630,5282,1663,2261,937,2586,2044,645,536,1164,8477
1996,"SEA",3074,6401,581,1596,2493,4805,1843,2424,954,2449,1999,882,393,1408,8572
1996,"TOR",3084,6598,414,1168,2670,5430,1412,1953,1071,2213,1927,745,493,1472,7994
1996,"TOT",8807,19725,1163,3374,7644,16351,4730,6440,3262,7360,6200,2094,1529,4262,23507
1996,"UTA",3129,6417,377,1013,2752,5404,1769,2302,993,2373,2139,667,418,1172,8404
1996,"VAN",2772,6483,372,1129,2400,5354,1446,1998,957,2170,1706,728,333,1280,7362
1996,"WSB",3202,6618,493,1212,2709,5406,1511,2076,930,2327,1815,592,506,1289,8408
1997,"ATL",2812,6307,659,1834,2153,4473,1491,1955,1021,2350,1557,701,427,1178,7774
1997,"BOS",3066,6967,467,1331,2599,5636,1649,2199,1095,2188,1792,810,315,1294,8248
1997,"CHH",2988,6342,591,1382,2397,4960,1541,1984,910,2298,2021,597,349,1152,8108
1997,"CHI",3277,6923,523,1403,2754,5520,1381,1848,1235,2461,2142,716,332,1075,8458
1997,"CLE",2704,5972,483,1284,2221,4688,1282,1773,909,2159,1714,655,315,1119,7173
1997,"DAL",2813,6452,430,1316,2383,5136,1375,1918,1040,2262,1663,654,351,1255,7431
1997,"DEN",2934,6687,636,1711,2298,4976,1516,1992,994,2452,1889,503,487,1297,8020
1997,"DET",2827,6095,582,1499,2245,4596,1487,1995,858,2292,1554,632,283,983,7723
1997,"GSW",2997,6567,481,1363,2516,5204,1696,2180,1086,2259,1822,611,359,1353,8171
1997,"HOU",3037,6484,671,1839,2366,4645,1503,1992,927,2565,2013,685,347,1312,8248
1997,"IND",2851,6254,430,1130,2421,5124,1687,2336,1029,2390,1750,585,394,1276,7819
1997,"LAC",2989,6696,474,1339,2515,5357,1517,2074,1092,2242,1662,733,441,1256,7969
1997,"LAL",3018,6642,551,1500,2467,5142,1613,2330,1092,2414,1845,740,575,1181,8200
1997,"MIA",2822,6235,678,1865,2144,4370,1454,2022,957,2402,1735,650,439,1251,7776
1997,"MIL",2967,6303,324,920,2643,5383,1560,2104,955,2263,1610,632,348,1239,7818
1997,"MIN",2937,6436,371,1093,2566,5343,1637,2180,957,2302,1874,618,557,1208,7882
1997,"NJN",2994,7091,484,1371,2510,5720,1502,2031,1410,2376,1726,677,481,1229,7974
1997,"NYK",2882,6227,470,1294,2412,4933,1585,2119,973,2516,1809,629,378,1422,7819
1997,"ORL",2839,6497,567,1662,2272,4835,1474,1975,1071,2221,1689,694,363,1202,7719
1997,"PHI",3003,6850,433,1356,2570,5494,1776,2450,1267,2355,1695,683,394,1383,8215
1997,"PHO",3143,6705,527,1428,2616,5277,1618,2125,916,2376,2067,664,322,1157,8431
1997,"POR",3000,6465,501,1401,2499,5064,1613,2261,1058,2494,1710,640,435,1309,8114
1997,"SAC",3000,6611,414,1058,2586,5553,1494,2067,1100,2307,1799,588,362,1278,7908
1997,"SAS",2827,6391,378,1180,2449,5211,1386,1929,1101,2129,1661,646,431,1182,7418
1997,"SEA",2995,6415,559,1583,2436,4832,1725,2295,1010,2271,1931,904,388,1201,8274
1997,"TOR",2897,6632,589,1624,2308,5008,1446,2008,1135,2254,1714,722,517,1282,7829
1997,"TOT",7514,17443,1423,4068,6091,13375,3859,5299,2964,6604,5696,1843,1063,3685,20310
1997,"UTA",3131,6217,334,902,2797,5315,1858,2416,889,2410,2199,748,418,1218,8454
1997,"VAN",2819,6453,445,1274,2374,5179,1230,1734,1023,2155,1862,657,464,1227,7313
1997,"WSB",3208,6678,331,1001,2877,5677,1400,1979,1010,2420,1921,712,402,1259,8147
1998,"ATL",2887,6352,337,1016,2550,5336,1749,2314,1106,2417,1569,653,491,1158,7860
1998,"BOS",3012,6934,415,1249,2597,5685,1425,1964,1196,2044,1816,987,366,1276,7864
1998,"CHH",2968,6344,346,904,2622,5440,1641,2186,985,2341,1941,691,312,1194,7923
1998,"CHI",3064,6801,311,962,2753,5839,1492,2009,1243,2438,1952,696,353,1091,7931
1998,"CLE",2817,6207,298,801,2519,5406,1653,2187,955,2331,1894,814,419,1361,7585
1998,"DAL",2882,6754,422,1183,2460,5571,1308,1738,1008,2280,1535,646,466,1110,7494
1998,"DEN",2677,6412,288,893,2389,5519,1658,2147,1040,2157,1547,664,393,1214,7300
1998,"DET",2862,6373,293,938,2569,5435,1704,2288,1044,2338,1597,678,344,1135,7721
1998,"GSW",2845,6883,189,696,2656,6187,1358,1912,1288,2473,1708,621,448,1311,7237
1998,"HOU",2946,6513,573,1670,2373,4843,1634,2120,987,2350,1799,686,294,1253,8099
1998,"IND",2921,6223,401,1029,2520,5194,1631,2136,874,2348,1889,645,368,1107,7874
1998,"LAC",2930,6690,525,1468,2405,5222,1480,2047,1040,2276,1533,625,456,1247,7865
1998,"LAL",3146,6536,497,1415,2649,5121,1863,2743,1079,2471,2009,734,556,1229,8652
1998,"MIA",2850,6327,548,1544,2302,4783,1539,2082,1028,2419,1758,665,429,1172,7787
1998,"MIL",2918,6399,249,703,2669,5696,1663,2167,1035,2236,1649,733,357,1329,7748
1998,"MIN",3157,6844,303,873,2854,5971,1673,2253,1063,2429,2068,639,427,1108,8290
1998,"NJN",3055,6928,310,937,2745,5991,1750,2351,1344,2137,1685,777,314,1121,8170
1998,"NYK",2864,6413,382,1139,2482,5274,1399,1812,978,2434,1787,634,278,1201,7509
1998,"ORL",2771,6455,293,907,2478,5548,1552,2138,1178,2203,1694,649,441,1224,7387
1998,"PHI",2837,6409,243,810,2594,5599,1734,2352,1125,2294,1729,729,490,1293,7651
1998,"PHO",3138,6710,431,1211,2707,5499,1459,1948,991,2452,2124,756,429,1194,8166
1998,"POR",2885,6397,324,1047,2561,5350,1640,2226,1086,2522,1766,585,464,1332,7734
1998,"SAC",2957,6684,283,806,2674,5878,1440,2096,1094,2304,1836,596,420,1229,7637
1998,"SAS",2898,6187,302,863,2596,5324,1489,2164,984,2638,1839,516,568,1265,7587
1998,"SEA",3052,6458,621,1569,2431,4889,1521,2109,931,2225,1986,804,376,1114,8246
1998,"TOR",2965,6813,372,1086,2593,5727,1479,2060,1187,2149,1746,769,663,1331,7781
1998,"TOT",8646,20201,1256,3795,7390,16406,4509,6049,3131,6537,5995,2137,1044,4093,23057
1998,"UTA",2993,6113,249,670,2744,5443,2044,2644,962,2405,2070,648,412,1223,8279
1998,"VAN",3006,6567,325,898,2681,5669,1586,2145,1081,2313,1960,614,349,1354,7923
1998,"WAS",3080,6811,320,944,2760,5867,1489,2156,1121,2341,1900,689,379,1111,7969
1999,"ATL",1539,3760,197,644,1342,3116,1040,1422,676,1499,782,346,260,706,4315
1999,"BOS",1816,4164,273,758,1543,3406,745,1077,680,1458,1073,453,255,777,4650
1999,"CHH",1671,3718,268,735,1403,2983,1034,1384,480,1493,1110,443,247,760,4644
1999,"CHI",1539,3837,177,612,1362,3225,840,1185,573,1394,1017,436,169,730,4095
1999,"CLE",1562,3561,182,534,1380,3027,1016,1356,472,1316,1093,452,203,738,4322
1999,"DAL",1749,4033,202,595,1547,3438,881,1210,645,1478,921,352,292,651,4581
1999,"DEN",1681,3989,302,922,1379,3067,1010,1325,647,1392,969,376,275,713,4674
1999,"DET",1660,3716,248,679,1412,3037,950,1283,605,1412,1009,444,208,738,4518
1999,"GSW",1730,4173,162,565,1568,3608,794,1175,816,1559,1037,414,221,729,4416
1999,"HOU",1755,3798,336,914,1419,2884,865,1187,536,1540,1058,386,260,770,4711
1999,"IND",1731,3866,294,799,1437,3067,977,1228,574,1452,1005,316,223,609,4733
1999,"LAC",1711,4007,214,668,1497,3339,883,1225,665,1293,820,424,236,760,4519
1999,"LAL",1841,3935,241,685,1600,3250,1027,1503,619,1482,1095,389,287,741,4950
1999,"MIA",1616,3565,289,804,1327,2761,928,1262,503,1512,1019,327,304,707,4449
1999,"MIL",1753,3818,231,619,1522,3199,847,1155,570,1369,1030,442,202,693,4584
1999,"MIN",1838,4327,122,410,1716,3917,849,1143,754,1392,1218,426,272,629,4647
1999,"NJN",1691,4160,225,679,1466,3481,962,1251,715,1437,923,491,273,710,4569
1999,"NYK",1610,3704,208,589,1402,3115,892,1218,551,1510,963,395,262,775,4320
1999,"ORL",1687,3943,223,675,1464,3268,876,1252,688,1445,1067,496,213,798,4473
1999,"PHI",1656,3883,98,371,1558,3512,1073,1486,729,1428,934,542,271,781,4483
1999,"PHO",1797,4004,261,702,1536,3302,924,1215,598,1418,1249,444,200,653,4779
1999,"POR",1747,3956,246,675,1501,3281,1002,1349,646,1570,1073,411,290,744,4742
1999,"SAC",1918,4307,290,943,1628,3364,883,1293,706,1573,1129,444,232,824,5009
1999,"SAS",1740,3812,172,521,1568,3291,988,1415,614,1584,1101,421,351,717,4640
1999,"SEA",1756,3976,309,899,1447,3077,922,1354,676,1422,1087,393,201,721,4743
1999,"TOR",1660,3940,226,662,1434,3278,1011,1330,712,1447,1036,439,321,767,4557
1999,"TOT",2823,6521,411,1181,2412,5340,1559,2231,1067,2329,1868,751,347,1221,7616
1999,"UTA",1684,3620,140,388,1544,3232,1158,1510,555,1508,1204,398,276,786,4666
1999,"VAN",1643,3838,148,453,1495,3385,1009,1408,650,1359,964,420,199,807,4443
1999,"WAS",1768,3969,179,580,1589,3389,845,1198,595,1403,1064,393,193,708,4560
2000,"ATL",3000,6807,258,814,2742,5993,1477,1987,1146,2570,1548,500,461,1219,7735
2000,"BOS",3054,6880,417,1260,2637,5620,1621,2175,1108,2420,1741,795,286,1221,8146
2000,"CHH",2935,6533,339,1001,2596,5532,1863,2458,884,2635,2023,732,480,1160,8072
2000,"CHI",2565,6180,340,1032,2225,5148,1482,2089,1032,2323,1645,646,383,1438,6952
2000,"CLE",2977,6734,343,919,2634,5815,1653,2205,1010,2499,1941,715,363,1382,7950
2000,"DAL",3195,7047,519,1326,2676,5721,1407,1751,931,2444,1810,592,416,1081,8316
2000,"DEN",3057,6911,470,1397,2587,5514,1531,2116,1073,2590,1911,554,618,1235,8115
2000,"DET",3044,6635,439,1223,2605,5412,1956,2506,917,2458,1707,665,273,1250,8483
2000,"GSW",2996,7140,345,1069,2651,6071,1497,2147,1300,2438,1851,731,356,1255,7834
2000,"HOU",3001,6664,581,1625,2420,5039,1573,2145,1008,2586,1774,613,438,1358,8156
2000,"IND",3047,6640,583,1487,2464,5153,1629,2008,842,2612,1857,559,422,1113,8306
2000,"LAC",2877,6757,429,1267,2448,5490,1363,1826,955,2377,1479,578,494,1265,7546
2000,"LAL",3137,6836,344,1047,2793,5789,1649,2368,1117,2738,1921,613,534,1106,8267
2000,"MIA",2974,6462,446,1202,2528,5260,1345,1827,921,2619,1931,582,524,1182,7739
2000,"MIL",3174,6827,394,1069,2780,5758,1558,1982,1016,2373,1852,671,381,1183,8300
2000,"MIN",3226,6910,248,716,2978,6194,1379,1769,1016,2471,2205,622,444,1107,8079
2000,"NJN",2979,6881,477,1374,2502,5507,1601,2041,1040,2315,1688,720,393,1051,8036
2000,"NYK",2897,6374,351,937,2546,5437,1410,1805,802,2521,1588,515,349,1157,7555
2000,"ORL",3169,7014,294,870,2875,6144,1574,2142,1145,2540,1709,743,467,1417,8206
2000,"PHI",2993,6776,208,643,2785,6133,1577,2226,1147,2468,1817,791,386,1251,7771
2000,"PHO",3093,6771,458,1246,2635,5525,1467,1934,1022,2558,2098,744,433,1331,8111
2000,"POR",3021,6430,407,1128,2614,5302,1542,2029,966,2560,1925,633,396,1195,7991
2000,"SAC",3276,7288,534,1656,2742,5632,1521,2016,1056,2635,1953,787,381,1296,8607
2000,"SAS",2952,6393,330,882,2622,5511,1652,2214,927,2666,1819,614,551,1183,7886
2000,"SEA",3108,6946,546,1611,2562,5335,1363,1960,1042,2483,1878,657,345,1116,8125
2000,"TOR",2980,6882,425,1171,2555,5711,1583,2068,1098,2449,1947,666,544,1085,7968
2000,"TOT",3304,7896,365,1178,2939,6718,1639,2224,968,2323,1710,770,273,1410,8612
2000,"UTA",2962,6380,329,854,2633,5526,1661,2150,936,2426,2041,629,446,1160,7914
2000,"VAN",2892,6441,324,898,2568,5543,1594,2060,1005,2324,1700,608,346,1308,7702
2000,"WAS",3010,6681,335,890,2675,5791,1566,2107,1064,2438,1771,593,383,1267,7921
2001,"ATL",2876,6668,333,933,2543,5735,1374,1811,1028,2490,1559,634,387,1294,7459
2001,"BOS",2773,6485,592,1633,2181,4852,1621,2190,897,2367,1708,769,336,1238,7759
2001,"CHH",2800,6501,340,984,2460,5517,1599,2146,1033,2608,1900,665,455,1124,7539
2001,"CHI",2721,6411,329,950,2392,5461,1410,1909,926,2260,1810,675,379,1197,7181
2001,"CLE",2890,6532,220,659,2670,5873,1561,2040,1015,2440,1708,642,436,1297,7561
2001,"DAL",3085,6716,517,1357,2568,5359,1552,1954,831,2571,1740,618,492,1094,8239
2001,"DEN",2979,6877,512,1444,2467,5433,1448,1964,1044,2583,1970,552,538,1092,7918
2001,"DET",2919,6880,389,1112,2530,5768,1610,2233,1108,2626,1629,613,447,1265,7837
2001,"GSW",2937,7175,282,964,2655,6211,1428,2024,1345,2385,1788,742,410,1253,7584
2001,"HOU",2943,6494,504,1412,2439,5082,1582,2086,919,2524,1613,587,358,1136,7972
2001,"IND",2828,6431,396,1159,2432,5272,1539,2009,921,2595,1763,563,487,1173,7591
2001,"LAC",2896,6467,360,1063,2536,5404,1429,2061,962,2559,1585,490,513,1212,7581
2001,"LAL",3109,6685,439,1275,2670,5410,1594,2333,1085,2583,1888,564,490,1137,8251
2001,"MIA",2694,6258,478,1384,2216,4874,1423,1874,813,2435,1630,633,304,1076,7289
2001,"MIL",3112,6798,562,1481,2550,5317,1474,1874,975,2500,1844,672,386,1082,8260
2001,"MIN",3148,6871,322,901,2826,5970,1364,1737,1002,2470,2083,682,456,1105,7982
2001,"NJN",2781,6550,361,1084,2420,5466,1629,2146,909,2337,1603,649,407,1139,7552
2001,"NYK",2755,6198,391,1115,2364,5083,1374,1727,773,2524,1520,545,346,1132,7275
2001,"ORL",3013,6873,490,1346,2523,5527,1476,2068,1069,2450,1803,674,481,1216,7992
2001,"PHI",2902,6487,262,803,2640,5684,1697,2277,1075,2600,1692,690,408,1231,7763
2001,"PHO",2944,6757,332,1054,2612,5703,1490,1973,970,2529,1905,775,429,1209,7710
2001,"POR",3004,6417,369,1057,2635,5360,1447,1899,960,2481,1963,672,419,1211,7824
2001,"SAC",3132,6969,479,1353,2653,5616,1600,2075,987,2705,1852,793,432,1178,8343
2001,"SAS",2884,6262,445,1094,2439,5168,1673,2340,902,2712,1778,568,576,1099,7886
2001,"SEA",3029,6649,466,1169,2563,5480,1454,1986,999,2422,1792,657,409,1201,7978
2001,"TOR",3048,6972,429,1164,2619,5808,1482,1984,1118,2529,2004,599,519,1043,8007
2001,"TOT",6424,14628,563,1693,5861,12935,3084,4192,2666,6288,4225,1497,1019,2963,16495
2001,"UTA",2960,6289,325,852,2635,5437,1714,2280,943,2383,2110,661,463,1250,7959
2001,"VAN",2870,6539,325,947,2545,5592,1457,1892,894,2431,1899,586,359,1237,7522
2001,"WAS",2833,6453,275,848,2558,5605,1704,2245,1016,2370,1647,630,383,1321,7645
2002,"ATL",2901,6610,423,1194,2478,5416,1486,1942,955,2445,1656,667,350,1203,7711
2002,"BOS",2852,6731,699,1946,2153,4785,1498,1960,891,2570,1722,793,292,1082,7901
2002,"CHH",2893,6580,346,994,2547,5586,1568,2105,1059,2505,1759,653,456,1108,7700
2002,"CHI",2811,6491,300,868,2511,5623,1413,1958,924,2359,1817,633,361,1169,7335
2002,"CLE",2948,6582,387,1026,2561,5556,1529,1980,968,2483,1891,572,470,1129,7812
2002,"DAL",3200,6930,621,1645,2579,5285,1608,1994,918,2568,1811,581,392,958,8629
2002,"DEN",2915,6870,423,1285,2492,5585,1306,1756,1117,2310,1817,613,462,1130,7559
2002,"DET",2845,6300,567,1509,2278,4791,1478,1954,810,2366,1765,648,565,1135,7735
2002,"GSW",2998,6989,320,994,2678,5995,1693,2344,1334,2493,1706,650,523,1325,8009
2002,"HOU",2837,6629,496,1480,2341,5149,1402,1893,1025,2411,1482,537,445,1074,7572
2002,"IND",2935,6580,405,1195,2530,5385,1663,2155,930,2568,1884,658,436,1191,7938
2002,"LAC",2970,6668,408,1147,2562,5521,1498,2026,1083,2474,1714,510,540,1150,7846
2002,"LAL",3150,6840,510,1439,2640,5401,1494,2138,1022,2607,1882,625,478,995,8304
2002,"MEM",2851,6535,336,1096,2515,5439,1334,1883,984,2413,1785,646,488,1290,7372
2002,"MIA",2801,6382,312,899,2489,5483,1236,1708,902,2544,1664,547,448,1153,7150
2002,"MIL",3041,6577,593,1583,2448,4994,1321,1767,841,2557,1847,596,388,1112,7996
2002,"MIN",3175,6887,396,1047,2779,5840,1399,1754,1059,2562,1993,524,427,1069,8145
2002,"NJN",3042,6816,403,1194,2639,5622,1402,1907,1039,2515,1990,716,490,1169,7889
2002,"NYK",2817,6520,474,1344,2343,5176,1406,1786,876,2458,1720,558,288,1155,7514
2002,"ORL",3087,6893,620,1660,2467,5233,1446,1917,942,2440,1804,665,384,1085,8240
2002,"PHI",2804,6436,214,715,2590,5721,1639,2104,1092,2534,1638,705,363,1176,7461
2002,"PHO",3097,6934,358,1096,2739,5838,1250,1630,1072,2430,1838,668,401,1167,7802
2002,"POR",3004,6671,466,1318,2538,5353,1451,1901,1085,2444,1926,702,368,1117,7925
2002,"SAC",3267,7003,426,1160,2841,5843,1618,2154,1013,2702,1958,741,375,1095,8578
2002,"SAS",2913,6363,438,1211,2475,5152,1668,2249,907,2566,1643,625,537,1133,7932
2002,"SEA",3131,6681,489,1292,2642,5389,1263,1672,968,2333,1926,698,364,1085,8014
2002,"TOR",2919,6727,387,1109,2532,5618,1269,1717,1114,2336,1779,688,454,1109,7494
2002,"TOT",5504,12722,828,2443,4676,10279,2484,3274,1620,3942,3856,1189,667,1963,14320
2002,"UTA",2869,6374,280,842,2589,5532,1853,2430,1109,2349,1999,749,523,1290,7871
2002,"WAS",2938,6664,305,786,2633,5878,1428,1866,1055,2393,1715,570,354,999,7609
2003,"ATL",2859,6434,402,1141,2457,5293,1594,2011,937,2558,1679,611,473,1306,7714
2003,"BOS",2700,6509,719,2155,1981,4354,1480,1994,849,2471,1575,720,303,1105,7599
2003,"CHI",2991,6714,349,997,2642,5717,1455,2014,985,2541,1782,605,461,1330,7786
2003,"CLE",2850,6746,293,896,2557,5850,1502,2012,1118,2542,1712,636,521,1430,7495
2003,"DAL",3161,6982,636,1668,2525,5314,1486,1793,912,2544,1837,665,449,908,8444
2003,"DEN",2689,6544,229,824,2460,5720,1294,1850,1112,2363,1737,712,422,1425,6901
2003,"DET",2700,6277,533,1488,2167,4789,1559,2021,883,2445,1620,556,468,1043,7492
2003,"GSW",3061,6941,425,1235,2636,5706,1853,2382,1284,2546,1712,594,506,1246,8400
2003,"HOU",2840,6461,439,1267,2401,5194,1569,2044,1024,2564,1506,594,493,1198,7688
2003,"IND",2911,6608,379,1119,2532,5489,1739,2271,1004,2622,1910,696,443,1150,7940
2003,"LAC",2835,6490,390,1178,2445,5312,1633,2177,1008,2462,1605,574,461,1246,7693
2003,"LAL",3091,6856,486,1367,2605,5489,1562,2129,1078,2554,1909,639,470,1152,8230
2003,"MEM",3049,6743,467,1279,2582,5464,1430,1936,943,2466,1892,651,500,1214,7995
2003,"MIA",2688,6517,348,1100,2340,5417,1292,1689,948,2464,1501,592,324,1097,7016
2003,"MIL",3045,6670,585,1526,2460,5144,1483,1911,876,2367,1823,622,344,996,8158
2003,"MIN",3172,6809,296,804,2876,6005,1406,1826,959,2614,2070,553,433,1091,8046
2003,"NJN",2906,6585,346,1041,2560,5544,1662,2195,991,2528,1887,717,374,1184,7820
2003,"NOH",2914,6695,404,1075,2510,5620,1467,1910,1097,2475,1807,656,394,1151,7699
2003,"NYK",2967,6725,606,1582,2361,5143,1320,1620,842,2376,1800,579,255,1114,7860
2003,"ORL",2947,6763,568,1590,2379,5173,1616,2079,958,2392,1676,696,300,1138,8078
2003,"PHI",2975,6640,245,787,2730,5853,1746,2253,1042,2415,1771,844,284,1157,7941
2003,"PHO",3005,6776,394,1149,2611,5627,1430,1928,1049,2440,1719,665,404,1165,7834
2003,"POR",2987,6491,379,1150,2608,5341,1450,1947,992,2378,1860,725,316,1185,7803
2003,"SAC",3242,6990,491,1288,2751,5702,1367,1832,900,2751,2034,736,457,1171,8342
2003,"SAS",2908,6297,449,1270,2459,5027,1591,2194,939,2556,1636,629,529,1260,7856
2003,"SEA",2887,6599,456,1291,2431,5308,1325,1780,963,2385,1775,679,295,1026,7555
2003,"TOR",2847,6664,409,1193,2438,5471,1350,1879,1023,2355,1583,609,392,1106,7453
2003,"TOT",4794,11259,733,2189,4061,9070,2348,3024,1358,3754,3252,1083,376,1943,12669
2003,"UTA",2894,6189,224,641,2670,5548,1750,2349,1021,2381,2103,708,467,1304,7762
2003,"WAS",2816,6394,253,811,2563,5583,1617,2077,917,2395,1612,621,390,1035,7502
2004,"ATL",2829,6529,419,1249,2410,5280,1534,1976,996,2507,1648,627,408,1278,7611
2004,"BOS",2843,6415,553,1599,2290,4816,1572,2095,851,2440,1683,770,331,1289,7811
2004,"CHI",2798,6753,429,1256,2369,5497,1330,1834,1048,2519,1793,659,396,1249,7355
2004,"CLE",2922,6753,247,786,2675,5967,1528,2030,1118,2619,1808,585,537,1167,7619
2004,"DAL",3322,7230,507,1456,2815,5774,1475,1854,1174,2538,1963,656,437,965,8626
2004,"DEN",2993,6763,331,985,2662,5778,1655,2159,1083,2387,1794,745,520,1201,7972
2004,"DET",2747,6314,333,968,2414,5346,1561,2074,1014,2492,1702,659,570,1179,7388
2004,"GSW",2875,6511,429,1283,2446,5228,1470,2028,1002,2533,1681,576,389,1154,7649
2004,"HOU",2738,6195,515,1406,2223,4789,1371,1774,847,2647,1579,560,443,1295,7362
2004,"IND",2753,6322,449,1281,2304,5041,1538,2014,965,2452,1774,726,411,1108,7493
2004,"LAC",2817,6579,329,1024,2488,5555,1808,2302,1149,2416,1653,594,376,1281,7771
2004,"LAL",3028,6676,365,1115,2663,5561,1631,2352,1001,2535,1948,682,379,1096,8052
2004,"MEM",2963,6657,447,1314,2516,5343,1557,2143,1047,2381,1915,795,565,1180,7930
2004,"MIA",2729,6417,485,1357,2244,5060,1459,1915,940,2459,1565,590,313,1076,7402
2004,"MIL",2970,6650,401,1145,2569,5505,1698,2192,960,2502,1872,554,383,1066,8039
2004,"MIN",3033,6571,326,897,2707,5674,1361,1743,875,2645,1890,561,462,1004,7753
2004,"NJN",2813,6372,377,1123,2436,5249,1398,1856,862,2473,2009,709,322,1157,7401
2004,"NOH",2772,6605,531,1666,2241,4939,1454,1937,1091,2418,1716,708,346,1155,7529
2004,"NYK",2881,6513,406,1115,2475,5398,1374,1732,950,2543,1695,608,391,1253,7542
2004,"ORL",2904,6768,429,1248,2475,5520,1474,2000,1003,2350,1584,547,308,1063,7711
2004,"PHI",2682,6260,339,992,2343,5268,1512,2009,941,2408,1640,654,358,1207,7215
2004,"PHO",2958,6671,415,1202,2543,5469,1392,1865,924,2406,1586,734,383,1203,7723
2004,"POR",2898,6467,381,1102,2517,5365,1263,1728,1040,2376,1768,613,443,1134,7440
2004,"SAC",3103,6711,601,1498,2502,5213,1626,2044,888,2492,2152,710,325,1107,8433
2004,"SAS",2842,6434,408,1140,2434,5294,1409,2069,1029,2669,1676,661,537,1155,7501
2004,"SEA",2939,6590,723,1936,2216,4654,1363,1782,907,2318,1782,661,387,1128,7964
2004,"TOR",2654,6348,461,1294,2193,5054,1237,1650,830,2419,1574,604,402,1090,7006
2004,"TOT",10961,25202,1468,4216,9493,20986,5184,6909,3841,9825,6848,2517,1586,4589,28574
2004,"UTA",2690,6172,252,786,2438,5386,1639,2196,1103,2272,1671,583,494,1255,7271
2004,"WAS",2758,6556,433,1269,2325,5287,1579,2211,1115,2392,1537,733,406,1371,7528
2005,"ATL",2942,6672,304,973,2638,5699,1417,1994,1100,2335,1614,629,344,1255,7605
2005,"BOS",3046,6511,437,1252,2609,5259,1775,2323,909,2438,1810,667,423,1259,8304
2005,"CHA",2961,6859,320,881,2641,5978,1487,2096,1083,2335,1794,695,440,1137,7729
2005,"CHI",2849,6592,511,1433,2338,5159,1536,2048,1001,2591,1743,576,369,1319,7745
2005,"CLE",2990,6687,300,904,2690,5783,1634,2174,1117,2352,1851,654,461,1071,7914
2005,"DAL",3058,6691,463,1273,2595,5418,1826,2314,990,2530,1610,708,461,1052,8405
2005,"DEN",3038,6615,320,940,2718,5675,1765,2313,967,2473,1958,750,489,1183,8161
2005,"DET",2851,6421,363,1053,2488,5368,1588,2150,1054,2507,1787,576,497,1071,7653
2005,"GSW",3029,7039,624,1774,2405,5265,1412,1955,1069,2436,1811,642,420,1077,8094
2005,"HOU",2846,6419,553,1521,2293,4898,1551,1986,874,2601,1733,563,378,1072,7796
2005,"IND",2668,6169,542,1575,2126,4594,1748,2206,868,2418,1489,615,357,1098,7626
2005,"LAC",2924,6368,231,669,2693,5699,1770,2274,980,2455,1901,599,422,1211,7849
2005,"LAL",2895,6629,644,1813,2251,4816,1661,2137,1028,2511,1672,508,344,1127,8095
2005,"MEM",2802,6271,531,1486,2271,4785,1526,2024,887,2307,1716,699,476,1145,7661
2005,"MIA",3097,6368,475,1260,2622,5108,1658,2466,887,2639,1790,528,474,1093,8327
