"Year","Tm","FG","FGA","X3P","X3PA","X2P","X2PA","FT","FTA","ORB","DRB","AST","STL","BLK","TOV","PTS"
1972,"HOU",3590,8277,NA,NA,3590,8277,1813,2424,NA,NA,1777,NA,NA,NA,8993
1972,"LAL",3920,7998,NA,NA,3920,7998,2080,2833,NA,NA,2232,NA,NA,NA,9920
1972,"MIL",3813,7653,NA,NA,3813,7653,1774,2399,NA,NA,2160,NA,NA,NA,9400
1972,"NYK",3521,7673,NA,NA,3521,7673,1743,2303,NA,NA,1985,NA,NA,NA,8785
1972,"PHI",3577,8057,NA,NA,3577,8057,2049,2825,NA,NA,1920,NA,NA,NA,9203
1972,"PHO",3599,7877,NA,NA,3599,7877,2336,2999,NA,NA,1976,NA,NA,NA,9534
1972,"POR",3462,7840,NA,NA,3462,7840,1835,2494,NA,NA,2090,NA,NA,NA,8759
1972,"SEA",3461,7457,NA,NA,3461,7457,2035,2659,NA,NA,1976,NA,NA,NA,8957
1972,"TOT",5649,12960,NA,NA,5649,12960,3252,4447,NA,NA,3315,NA,NA,NA,14550
1973,"ATL",3700,8033,NA,NA,3700,8033,1819,2482,NA,NA,2074,NA,NA,NA,9219
1973,"BAL",3656,7883,NA,NA,3656,7883,1294,1742,NA,NA,2051,NA,NA,NA,8606
1973,"BOS",3811,8511,NA,NA,3811,8511,1616,2073,NA,NA,2320,NA,NA,NA,9238
1973,"BUF",3536,7877,NA,NA,3536,7877,1399,1966,NA,NA,2218,NA,NA,NA,8471
1973,"CHI",3480,7835,NA,NA,3480,7835,1574,2073,NA,NA,2023,NA,NA,NA,8534
1973,"CLE",3431,7884,NA,NA,3431,7884,1556,2084,NA,NA,2106,NA,NA,NA,8418
1973,"DET",3666,7916,NA,NA,3666,7916,1710,2294,NA,NA,1882,NA,NA,NA,9042
1973,"GSW",3715,8163,NA,NA,3715,8163,1493,1871,NA,NA,1985,NA,NA,NA,8923
1973,"HOU",3772,8249,NA,NA,3772,8249,1706,2152,NA,NA,1939,NA,NA,NA,9250
1973,"KCO",3621,7581,NA,NA,3621,7581,1580,2036,NA,NA,2118,NA,NA,NA,8822
1973,"LAL",3740,7819,NA,NA,3740,7819,1679,2264,NA,NA,2302,NA,NA,NA,9159
1973,"MIL",3759,7808,NA,NA,3759,7808,1271,1687,NA,NA,2226,NA,NA,NA,8789
1973,"NYK",3627,7764,NA,NA,3627,7764,1356,1739,NA,NA,2187,NA,NA,NA,8610
1973,"PHI",3471,8264,NA,NA,3471,8264,1598,2130,NA,NA,1688,NA,NA,NA,8540
1973,"PHO",3612,7942,NA,NA,3612,7942,1931,2437,NA,NA,1944,NA,NA,NA,9155
1973,"POR",3588,7842,NA,NA,3588,7842,1531,2129,NA,NA,2102,NA,NA,NA,8707
1973,"SEA",3447,7681,NA,NA,3447,7681,1606,2080,NA,NA,1958,NA,NA,NA,8500
1973,"TOT",5169,12006,NA,NA,5169,12006,2335,3174,NA,NA,2691,NA,NA,NA,12673
1974,"ATL",3602,7744,NA,NA,3602,7744,1703,2264,1240,2712,1993,758,332,NA,8907
1974,"BOS",3630,7969,NA,NA,3630,7969,1677,2097,1378,3074,2187,561,305,NA,8937
1974,"BUF",3728,7763,NA,NA,3728,7763,1699,2221,1150,2830,2165,786,600,NA,9155
1974,"CAP",3480,7886,NA,NA,3480,7886,1393,1869,1286,2887,1770,703,441,NA,8353
1974,"CHI",3292,7378,NA,NA,3292,7378,1784,2314,1143,2616,1868,764,316,NA,8368
1974,"CLE",3420,7782,NA,NA,3420,7782,1381,1788,1275,2492,2048,598,293,NA,8221
1974,"DET",3453,7515,NA,NA,3453,7515,1654,2164,1200,2681,1956,793,419,NA,8560
1974,"GSW",3721,8020,NA,NA,3721,8020,1569,2018,1379,3035,1989,668,450,NA,9011
1974,"HOU",3564,7426,NA,NA,3564,7426,1682,2071,1063,2588,2212,727,407,NA,8810
1974,"KCO",3369,7342,NA,NA,3369,7342,1628,2104,1112,2554,1744,796,384,NA,8366
1974,"LAL",3536,7803,NA,NA,3536,7803,1879,2443,1365,2970,2179,794,653,NA,8951
1974,"MIL",3726,7571,NA,NA,3726,7571,1328,1741,1133,2881,2225,726,519,NA,8780
1974,"NYK",3478,7483,NA,NA,3478,7483,1350,1738,959,2725,1937,554,277,NA,8306
1974,"PHI",3331,7702,NA,NA,3331,7702,1633,2118,1182,2626,1799,756,220,NA,8295
1974,"PHO",3555,7726,NA,NA,3555,7726,1737,2235,1090,2723,2052,658,305,NA,8847
1974,"POR",3585,7684,NA,NA,3585,7684,1591,2112,1254,2598,2106,797,341,NA,8761
1974,"SEA",3584,8056,NA,NA,3584,8056,1606,2095,1323,2706,2106,689,294,NA,8774
1974,"TOT",2324,4866,NA,NA,2324,4866,974,1315,732,1830,1701,489,331,NA,5622
1975,"ATL",3424,7824,NA,NA,3424,7824,1772,2435,1441,2653,1878,744,227,NA,8620
1975,"BOS",3587,7825,NA,NA,3587,7825,1560,1971,1315,2949,2159,662,288,NA,8734
1975,"BUF",3552,7469,NA,NA,3552,7469,1735,2224,1108,2735,2063,718,456,NA,8839
1975,"CHI",3167,7085,NA,NA,3167,7085,1711,2203,1107,2786,1840,668,379,NA,8045
1975,"CLE",3408,7371,NA,NA,3408,7371,1301,1753,1058,2502,1903,600,348,NA,8117
1975,"DET",3289,7053,NA,NA,3289,7053,1533,1975,1002,2515,1916,679,380,NA,8111
1975,"GSW",3714,7981,NA,NA,3714,7981,1470,1915,1416,2854,2076,972,365,NA,8898
1975,"HOU",3448,7231,NA,NA,3448,7231,1625,2034,1177,2495,2155,746,351,NA,8521
1975,"KCO",3257,7258,NA,NA,3257,7258,1797,2190,991,2745,1853,724,347,NA,8311
1975,"LAL",3409,7577,NA,NA,3409,7577,1641,2182,1312,2763,2091,755,423,NA,8459
1975,"MIL",3450,7367,NA,NA,3450,7367,1354,1746,1021,2766,1932,596,400,NA,8254
1975,"NOJ",3301,7509,NA,NA,3301,7509,1717,2247,1144,2616,1818,725,256,NA,8319
1975,"NYK",3359,7464,NA,NA,3359,7464,1518,1967,981,2652,1675,652,300,NA,8236
1975,"PHI",3325,7476,NA,NA,3325,7476,1530,2043,1200,2706,1709,576,263,NA,8180
1975,"PHO",3381,7561,NA,NA,3381,7561,1535,2082,1349,2684,1879,664,317,NA,8297
1975,"POR",3414,7113,NA,NA,3414,7113,1680,2265,1049,2758,2209,755,399,NA,8508
1975,"SEA",3488,7653,NA,NA,3488,7653,1475,1970,1142,2579,1997,837,378,NA,8451
1975,"TOT",4396,9999,NA,NA,4396,9999,2257,2936,1612,3266,2521,1013,377,NA,11049
1975,"WSB",3555,7697,NA,NA,3555,7697,1475,1962,1133,2764,2005,929,409,NA,8585
1976,"ATL",3301,7338,NA,NA,3301,7338,1809,2467,1225,2540,1666,790,277,NA,8411
1976,"BOS",3527,7901,NA,NA,3527,7901,1654,2120,1369,2972,1980,561,260,NA,8708
1976,"BUF",3481,7307,NA,NA,3481,7307,1833,2368,1002,2719,2112,720,366,NA,8795
1976,"CHI",3106,7499,NA,NA,3106,7499,1651,2197,1375,2726,1704,627,255,NA,7863
1976,"CLE",3497,7709,NA,NA,3497,7709,1346,1827,1192,2588,1844,638,397,NA,8340
1976,"DET",3524,7598,NA,NA,3524,7598,1557,2049,1205,2545,1751,786,332,NA,8605
1976,"GSW",3691,7982,NA,NA,3691,7982,1620,2158,1349,2912,2041,928,416,NA,9002
1976,"HOU",3546,7304,NA,NA,3546,7304,1616,2046,1059,2644,2213,656,359,NA,8708
1976,"KCK",3341,7379,NA,NA,3341,7379,1792,2335,1133,2668,1864,751,324,NA,8474
1976,"LAL",3547,7622,NA,NA,3547,7622,1670,2164,1132,2870,1939,674,528,NA,8764
1976,"MIL",3456,7435,NA,NA,3456,7435,1437,1952,1094,2688,1817,715,468,NA,8349
1976,"NOJ",3352,7491,NA,NA,3352,7491,1831,2415,1189,2779,1765,750,343,NA,8535
1976,"NYK",3443,7555,NA,NA,3443,7555,1532,1985,1022,2723,1660,575,259,NA,8418
1976,"PHI",3462,7752,NA,NA,3462,7752,1811,2469,1385,2684,1658,809,367,NA,8735
1976,"PHO",3420,7251,NA,NA,3420,7251,1780,2337,1108,2558,2083,853,349,NA,8620
1976,"POR",3417,7292,NA,NA,3417,7292,1699,2350,1116,2843,2094,776,408,NA,8533
1976,"SEA",3542,7730,NA,NA,3542,7730,1642,2309,1217,2498,1935,866,355,NA,8726
1976,"TOT",2903,6486,NA,NA,2903,6486,1428,2034,1405,3188,1639,632,413,NA,7234
1976,"WSB",3416,7234,NA,NA,3416,7234,1595,2215,1019,2812,1823,696,485,NA,8427
1977,"ATL",3279,7176,NA,NA,3279,7176,1836,2451,1244,2512,1882,733,330,NA,8394
1977,"BOS",3462,7775,NA,NA,3462,7775,1648,2181,1241,2966,2010,506,263,NA,8572
1977,"BUF",3366,7475,NA,NA,3366,7475,1880,2492,1213,2623,1883,683,392,NA,8612
1977,"CHI",3249,7186,NA,NA,3249,7186,1613,2159,1292,2705,1989,699,364,NA,8111
1977,"CLE",3451,7688,NA,NA,3451,7688,1468,1993,1312,2563,1845,579,472,NA,8370
1977,"DEN",3590,7471,NA,NA,3590,7471,2053,2783,1288,2700,2262,953,471,NA,9233
1977,"DET",3764,7792,NA,NA,3764,7792,1442,1960,1169,2495,2004,877,459,NA,8970
1977,"GSW",3724,7832,NA,NA,3724,7832,1649,2172,1300,2639,2120,904,432,NA,9097
1977,"HOU",3535,7325,NA,NA,3535,7325,1656,2103,1254,2632,1913,616,411,NA,8726
1977,"IND",3522,7840,NA,NA,3522,7840,1714,2297,1409,2584,2009,924,458,NA,8758
1977,"KCK",3561,7733,NA,NA,3561,7733,1706,2140,1222,2593,1982,849,386,NA,8828
1977,"LAL",3663,7657,NA,NA,3663,7657,1437,1941,1177,2628,2057,801,445,NA,8763
1977,"MIL",3668,7840,NA,NA,3668,7840,1553,2072,1220,2519,1970,790,342,NA,8889
1977,"NOJ",3443,7602,NA,NA,3443,7602,1688,2183,1249,2828,1854,613,357,NA,8574
1977,"NYK",3659,7530,NA,NA,3659,7530,1587,2078,974,2680,1956,714,304,NA,8905
1977,"NYN",3096,7222,NA,NA,3096,7222,1673,2274,1157,2547,1422,802,435,NA,7865
1977,"PHI",3511,7322,NA,NA,3511,7322,2012,2732,1293,2752,1966,814,561,NA,9034
1977,"PHO",3406,7249,NA,NA,3406,7249,1791,2345,1059,2493,2100,750,346,NA,8603
1977,"POR",3623,7537,NA,NA,3623,7537,1917,2515,1260,2703,1990,868,492,NA,9163
1977,"SAS",3711,7657,NA,NA,3711,7657,2010,2522,1110,2550,2115,857,499,NA,9432
1977,"SEA",3439,7639,NA,NA,3439,7639,1646,2386,1355,2433,1772,932,503,NA,8524
1977,"TOT",6763,14953,NA,NA,6763,14953,3514,4783,2576,5684,3454,1285,1067,NA,17040
1977,"WSB",3514,7479,NA,NA,3514,7479,1622,2264,1185,2758,1935,642,433,NA,8650
1978,"ATL",3335,7253,NA,NA,3335,7253,1836,2316,1160,2359,1901,916,408,1560,8506
1978,"BOS",3494,7635,NA,NA,3494,7635,1682,2159,1235,2850,1969,643,295,1623,8670
1978,"BUF",3413,7323,NA,NA,3413,7323,1808,2314,1083,2538,1975,650,327,1557,8634
1978,"CHI",3330,7041,NA,NA,3330,7041,1863,2471,1248,2577,2119,665,322,1659,8523
1978,"CLE",3496,7707,NA,NA,3496,7707,1569,2116,1187,2676,1740,692,455,1356,8561
1978,"DEN",3548,7441,NA,NA,3548,7441,2068,2705,1177,2736,2187,824,422,1733,9164
1978,"DET",3552,7424,NA,NA,3552,7424,1832,2490,1229,2601,1840,866,330,1840,8936
1978,"GSW",3574,7654,NA,NA,3574,7654,1550,2081,1183,2629,2097,873,405,1497,8698
1978,"HOU",3523,7691,NA,NA,3523,7691,1467,1896,1301,2421,1942,683,319,1362,8513
1978,"IND",3500,7783,NA,NA,3500,7783,1904,2564,1386,2624,1982,808,456,1629,8904
1978,"KCK",3601,7731,NA,NA,3601,7731,1775,2262,1208,2632,1992,794,370,1662,8977
1978,"LAL",3734,7672,NA,NA,3734,7672,1576,2095,1136,2647,2229,802,409,1529,9044
1978,"MIL",3801,7883,NA,NA,3801,7883,1612,2220,1239,2480,2306,867,472,1658,9214
1978,"NJN",3547,8004,NA,NA,3547,8004,1652,2304,1306,2595,1879,857,631,1756,8746
1978,"NOJ",3568,7717,NA,NA,3568,7717,1690,2331,1309,2907,2079,662,514,1670,8826
1978,"NYK",3815,7822,NA,NA,3815,7822,1670,2225,1180,2689,2338,818,442,1732,9300
1978,"PHI",3628,7471,NA,NA,3628,7471,2153,2863,1299,2694,2220,800,548,1734,9409
1978,"PHO",3731,7836,NA,NA,3731,7836,1749,2329,1166,2579,2338,1059,372,1749,9211
1978,"POR",3556,7367,NA,NA,3556,7367,1717,2259,1187,2686,2067,798,390,1608,8829
1978,"SAS",3794,7594,NA,NA,3794,7594,1797,2234,1030,2594,2240,797,553,1650,9385
1978,"SEA",3445,7715,NA,NA,3445,7715,1675,2352,1456,2601,1799,782,429,1612,8565
1978,"TOT",9630,21682,NA,NA,9630,21682,4989,6674,3164,6594,5460,2163,1012,4622,24249
1978,"WSB",3580,7772,NA,NA,3580,7772,1887,2655,1349,2815,1948,668,386,1602,9047
1979,"ATL",3505,7410,NA,NA,3505,7410,1940,2534,1381,2341,1938,801,596,1497,8950
1979,"BOS",3527,7347,NA,NA,3527,7347,1820,2321,1119,2396,1995,710,283,1690,8874
1979,"CHI",3478,7108,NA,NA,3478,7108,1632,2184,1224,2544,2169,576,324,1784,8588
1979,"CLE",3556,7602,NA,NA,3556,7602,1620,2103,1229,2256,1796,688,334,1347,8732
1979,"DEN",3517,7311,NA,NA,3517,7311,2046,2841,1307,2596,2166,673,416,1644,9080
1979,"DET",3708,7802,NA,NA,3708,7802,1607,2242,1303,2380,2092,847,550,1565,9023
1979,"GSW",3627,7453,NA,NA,3627,7453,1367,1872,1169,2513,2064,774,420,1467,8621
1979,"HOU",3726,7498,NA,NA,3726,7498,1845,2330,1256,2504,2302,632,286,1484,9297
1979,"IND",3575,7525,NA,NA,3575,7525,1759,2317,1225,2530,2005,687,416,1510,8909
1979,"KCK",3764,7644,NA,NA,3764,7644,1746,2392,1191,2404,2239,825,390,1600,9274
1979,"LAL",3827,7397,NA,NA,3827,7397,1606,2088,949,2557,2338,793,500,1547,9260
1979,"MIL",3906,7773,NA,NA,3906,7773,1541,2021,1157,2370,2562,862,435,1554,9353
1979,"NJN",3464,7523,NA,NA,3464,7523,1904,2613,1241,2370,1907,853,619,1845,8832
1979,"NOJ",3517,7511,NA,NA,3517,7511,1848,2409,1234,2676,2079,760,559,1747,8882
1979,"NYK",3676,7554,NA,NA,3676,7554,1478,2111,1200,2430,2121,699,397,1581,8830
1979,"PHI",3584,7338,NA,NA,3584,7338,1815,2411,1149,2712,2253,779,599,1756,8983
1979,"PHO",3847,7516,NA,NA,3847,7516,1765,2299,1083,2379,2500,915,337,1738,9459
1979,"POR",3541,7338,NA,NA,3541,7338,1806,2362,1256,2435,1946,776,512,1638,8888
1979,"SAS",3927,7760,NA,NA,3927,7760,1926,2423,1096,2619,2313,829,509,1638,9780
1979,"SDC",3721,7706,NA,NA,3721,7706,1836,2471,1392,2413,1539,703,392,1601,9278
1979,"SEA",3504,7484,NA,NA,3504,7484,1732,2298,1310,2591,1973,690,398,1572,8740
1979,"TOT",6927,14785,NA,NA,6927,14785,3149,4314,2187,4446,3587,1315,735,3394,17003
1979,"WSB",3819,7873,NA,NA,3819,7873,1785,2428,1309,2768,2169,614,401,1405,9423
1980,"ATL",3261,7027,13,75,3248,6952,2038,2645,1369,2406,1913,782,539,1466,8573
1980,"BOS",3617,7387,162,422,3455,6965,1907,2449,1227,2457,2198,809,308,1490,9303
1980,"CHI",3362,6943,70,275,3292,6668,2019,2592,1115,2465,2152,704,392,1661,8813
1980,"CLE",3811,8041,36,187,3775,7854,1702,2205,1307,2381,2108,764,342,1349,9360
1980,"DEN",3462,7470,83,255,3379,7215,1871,2539,1311,2524,2079,746,404,1497,8878
1980,"DET",3643,7596,57,219,3586,7377,1590,2149,1226,2415,1950,783,562,1727,8933
1980,"GSW",3527,7318,27,121,3500,7197,1412,1914,1155,2437,2028,779,339,1455,8493
1980,"HOU",3599,7496,104,379,3495,7117,1782,2326,1394,2217,2149,782,373,1535,9084
1980,"IND",3639,7689,88,314,3551,7375,1753,2333,1398,2326,2148,900,530,1500,9119
1980,"KCK",3582,7489,25,114,3557,7375,1671,2250,1187,2429,2123,863,356,1403,8860
1980,"LAL",3898,7368,20,100,3878,7268,1622,2092,1085,2653,2413,774,546,1626,9438
1980,"MIL",3685,7553,50,155,3635,7398,1605,2102,1245,2396,2277,778,510,1463,9025
1980,"NJN",3456,7504,85,298,3371,7206,1882,2406,1229,2535,2094,869,581,1691,8879
1980,"NYK",3802,7672,42,191,3760,7481,1698,2274,1236,2303,2265,881,457,1589,9344
1980,"PHI",3523,7156,27,125,3496,7031,1876,2431,1187,2635,2226,792,652,1674,8949
1980,"PHO",3570,7235,68,280,3502,6955,1906,2466,1071,2458,2283,908,344,1615,9114
1980,"POR",3408,7167,26,132,3382,7035,1560,2100,1295,2408,1898,708,472,1523,8402
1980,"SAS",3856,7738,52,206,3804,7532,2024,2528,1153,2515,2326,771,333,1574,9788
1980,"SDC",3524,7494,177,543,3347,6951,1595,2167,1294,2308,1688,664,288,1427,8820
1980,"SEA",3554,7565,59,189,3495,7376,1730,2253,1380,2550,2043,750,428,1482,8897
1980,"TOT",8579,18191,158,519,8421,17672,4081,5540,3119,6300,4759,1611,954,3864,21397
1980,"UTA",3382,6817,59,185,3323,6632,1571,1943,967,2359,2005,656,362,1488,8394
1980,"WSB",3574,7796,73,238,3501,7558,1552,2048,1334,2723,2201,530,443,1361,8773
1981,"ATL",3291,6866,10,82,3281,6784,2012,2590,1201,2224,1846,749,469,1574,8604
1981,"BOS",3581,7099,65,241,3516,6858,1781,2369,1155,2424,2202,683,594,1550,9008
1981,"CHI",3457,6903,38,179,3419,6724,1985,2563,1227,2475,1925,729,514,1648,8937
1981,"CLE",3556,7609,72,249,3484,7360,1486,1909,1258,2243,2007,632,322,1366,8670
1981,"DAL",3204,6928,46,165,3158,6763,1868,2487,1109,2177,1984,561,214,1412,8322
1981,"DEN",3784,7960,30,145,3754,7815,2388,3051,1325,2497,2030,720,380,1432,9986
1981,"DET",3236,6986,13,84,3223,6902,1689,2330,1201,2111,1819,884,492,1729,8174
1981,"GSW",3560,7284,60,210,3500,7074,1826,2513,1403,2366,2026,611,301,1519,9006
1981,"HOU",3573,7335,21,118,3552,7217,1711,2223,1216,2347,2099,705,390,1433,8878
1981,"IND",3491,7245,30,169,3461,7076,1815,2540,1325,2267,2091,833,484,1463,8827
1981,"KCK",3572,7151,49,168,3523,6983,1576,2206,1037,2450,2271,719,385,1415,8769
1981,"LAL",3780,7382,17,94,3763,7288,1540,2113,1165,2491,2363,808,551,1533,9117
1981,"MIL",3722,7472,30,131,3692,7341,1802,2340,1261,2408,2319,862,530,1561,9276
1981,"NJN",3477,7314,34,138,3443,7176,1780,2371,1092,2374,2068,750,458,1632,8768
1981,"NYK",3505,7255,56,236,3449,7019,1783,2386,1137,2205,1976,861,314,1435,8849
1981,"PHI",3636,7073,19,84,3617,6989,1865,2427,1091,2618,2369,857,591,1677,9156
1981,"PHO",3587,7326,35,161,3552,7165,1810,2430,1234,2490,2205,876,416,1713,9019
1981,"POR",3741,7535,25,148,3716,7387,1573,2191,1243,2388,2244,769,480,1505,9080
1981,"SAS",3571,7276,15,85,3556,7191,2052,2668,1304,2582,2048,685,643,1507,9209
1981,"SDC",3477,7283,132,407,3345,6876,1651,2246,1169,2144,2098,764,292,1393,8737
1981,"SEA",3343,7145,32,117,3311,7028,1813,2376,1167,2434,1945,628,438,1509,8531
1981,"TOT",4591,10146,99,346,4492,9800,2084,2777,1318,2674,3429,1160,340,2189,11365
1981,"UTA",3332,6825,42,163,3290,6662,1595,2080,962,2325,1948,637,386,1393,8301
1981,"WSB",3549,7517,65,241,3484,7276,1499,2072,1155,2533,2151,641,392,1404,8662
1982,"ATL",3210,6776,28,128,3182,6648,1833,2387,1135,2368,1815,608,485,1322,8281
1982,"BOS",3657,7334,49,184,3608,7150,1817,2457,1253,2489,2126,652,568,1432,9180
1982,"CHI",3369,6728,54,213,3315,6515,1951,2545,1125,2525,2043,580,483,1612,8743
1982,"CLE",3405,7334,25,137,3380,7197,1628,2179,1190,2170,1871,634,357,1294,8463
1982,"DAL",3390,7224,55,190,3335,7034,1740,2366,1213,2228,2117,566,313,1298,8575
1982,"DEN",3980,7656,40,149,3940,7507,2371,2978,1149,2443,2272,664,368,1453,10371
1982,"DET",3561,7391,52,213,3509,7178,1938,2581,1298,2345,2027,741,564,1615,9112
1982,"GSW",3646,7349,91,325,3555,7024,1709,2382,1282,2452,1820,685,391,1393,9092
1982,"HOU",3504,7366,50,176,3454,7190,1622,2225,1403,2284,1977,648,429,1300,8680
1982,"IND",3332,7164,103,316,3229,6848,1612,2176,1141,2372,1897,753,494,1353,8379
1982,"KCK",3604,7284,26,130,3578,7154,1551,2158,1086,2276,2056,743,402,1482,8785
1982,"LAL",3919,7585,13,94,3906,7491,1549,2161,1258,2505,2356,848,517,1453,9400
1982,"MIL",3544,7015,49,164,3495,6851,1753,2329,1167,2415,2233,763,455,1562,8890
1982,"NJN",3501,7227,30,146,3471,7081,1714,2354,1194,2320,2096,918,481,1620,8746
1982,"NYK",3523,7178,58,214,3465,6964,1603,2171,1168,2273,2075,719,338,1463,8707
1982,"PHI",3616,6974,41,139,3575,6835,1846,2471,1031,2389,2264,856,622,1445,9119
1982,"PHO",3508,7140,54,174,3454,6966,1635,2157,1123,2517,2223,753,429,1501,8705
1982,"POR",3629,7187,29,140,3600,7047,1719,2387,1142,2355,2054,706,367,1376,9006
1982,"SAS",3698,7613,64,252,3634,7361,1812,2335,1253,2537,2257,600,555,1276,9272
1982,"SDC",3552,7101,99,338,3453,6763,1693,2341,1131,2196,1878,636,299,1538,8896
1982,"SEA",3505,7178,38,153,3467,7025,1747,2362,1103,2544,2103,691,460,1336,8795
1982,"TOT",6470,13563,77,347,6393,13216,2976,4091,2286,4197,2561,1121,766,2443,15993
1982,"UTA",3679,7446,22,97,3657,7349,1714,2282,1147,2362,1895,700,357,1413,9094
1982,"WSB",3400,7168,59,236,3341,6932,1626,2105,1047,2583,1983,643,397,1371,8485
1983,"ATL",3352,7146,45,188,3307,6958,1586,2111,1139,2433,1945,573,665,1406,8335
1983,"BOS",3711,7547,39,186,3672,7361,1730,2348,1273,2532,2216,789,521,1526,9191
1983,"CHI",3537,7373,45,209,3492,7164,1983,2690,1267,2527,2086,666,400,1717,9102
1983,"CLE",3252,6995,30,120,3222,6875,1430,1983,1173,2414,1738,617,290,1499,7964
1983,"DAL",3674,7550,43,185,3631,7365,1852,2462,1296,2381,2227,552,348,1330,9243
1983,"DEN",3951,7999,24,126,3927,7873,2179,2696,1214,2524,2336,789,352,1488,10105
1983,"DET",3623,7602,72,272,3551,7330,1921,2588,1312,2477,2108,679,572,1539,9239
1983,"GSW",3627,7508,34,150,3593,7358,1620,2199,1281,2284,1964,856,430,1578,8908
1983,"HOU",3338,7446,67,271,3271,7175,1402,1934,1206,2260,1931,646,422,1550,8145
1983,"IND",3707,7723,50,236,3657,7487,1447,1910,1299,2294,2150,755,411,1518,8911
1983,"KCK",3719,7485,51,215,3668,7270,1839,2530,1256,2407,2155,765,409,1666,9328
1983,"LAL",3964,7512,10,96,3954,7416,1495,2031,1235,2433,2519,844,479,1571,9433
1983,"MIL",3486,7133,37,169,3449,6964,1731,2299,1095,2477,2116,662,532,1422,8740
1983,"NJN",3510,7140,30,149,3480,6991,1622,2301,1266,2427,2143,911,592,1852,8672
1983,"NYK",3272,6793,33,131,3239,6662,1621,2282,1080,2263,2034,701,378,1480,8198
1983,"PHI",3600,7212,25,109,3575,7103,1966,2650,1334,2596,2016,812,577,1595,9191
1983,"PHO",3555,7158,40,158,3515,7000,1626,2189,1094,2518,2300,749,495,1523,8776
1983,"POR",3459,7124,35,150,3424,6974,1855,2512,1180,2380,2030,749,384,1473,8808
1983,"SAS",3697,7340,94,308,3603,7032,1887,2468,1232,2599,2261,675,469,1485,9375
1983,"SDC",3625,7634,64,262,3561,7372,1589,2195,1394,2108,2087,820,408,1585,8903
1983,"SEA",3597,7277,29,138,3568,7139,1796,2459,1152,2569,2278,677,437,1511,9019
1983,"TOT",7042,15228,80,344,6962,14884,3516,4836,2838,5537,3809,1472,959,3482,17680
1983,"UTA",3525,7342,44,183,3481,7159,1844,2440,1093,2550,2176,758,595,1674,8938
1983,"WSB",3306,7059,70,237,3236,6822,1452,2059,1099,2430,2046,733,400,1567,8134
1984,"ATL",3230,6809,23,106,3207,6703,1838,2414,1112,2232,1827,626,558,1312,8321
1984,"BOS",3616,7235,55,229,3561,7006,1907,2407,1159,2538,2122,673,430,1398,9194
1984,"CHI",3305,6972,20,117,3285,6855,1871,2508,1141,2300,2095,687,454,1564,8501
1984,"CLE",3362,7232,43,164,3319,7068,1619,2178,1213,2388,1930,630,375,1309,8386
1984,"DAL",3618,7235,42,184,3576,7051,1774,2350,1090,2265,2164,579,360,1284,9052
1984,"DEN",3935,7983,77,255,3858,7728,2200,2690,1133,2444,2482,711,352,1335,10147
1984,"DET",3798,7910,32,141,3766,7769,1974,2547,1427,2434,2256,697,417,1296,9602
1984,"GSW",3519,7534,55,226,3464,7308,1915,2577,1390,2171,1837,830,348,1491,9008
1984,"HOU",3729,7533,30,154,3699,7379,1583,2139,1200,2483,2204,621,515,1539,9071
1984,"IND",3447,7130,48,207,3399,6923,1624,2119,1002,2398,2169,834,398,1497,8566
1984,"KCK",3516,7230,52,189,3464,7041,1939,2495,1144,2273,2229,715,383,1480,9023
1984,"LAL",3854,7250,58,226,3796,7024,1712,2272,1095,2499,2455,726,478,1569,9478
1984,"MIL",3432,6970,59,232,3373,6738,1743,2354,1135,2385,2113,642,489,1385,8666
1984,"NJN",3614,7258,49,232,3565,7026,1742,2488,1221,2313,2148,814,499,1589,9019
1984,"NYK",3386,6837,47,165,3339,6672,1944,2510,1088,2230,2041,803,360,1556,8763
1984,"PHI",3384,6833,29,107,3355,6726,2041,2706,1181,2382,2032,807,653,1608,8838
1984,"PHO",3677,7220,74,291,3603,6929,1673,2204,1066,2298,2214,693,388,1425,9101
1984,"POR",3632,7189,25,129,3607,7060,1988,2637,1251,2194,2082,814,397,1463,9277
1984,"SAS",3909,7721,79,263,3830,7458,1965,2604,1230,2528,2361,685,491,1427,9862
1984,"SDC",3634,7325,24,128,3610,7197,1785,2424,1307,2382,1981,567,385,1500,9077
1984,"SEA",3460,7083,27,140,3433,6943,1918,2460,1064,2332,2233,636,350,1331,8865
1984,"TOT",1523,3292,19,115,1504,3177,800,1161,505,874,1006,333,239,728,3865
1984,"UTA",3606,7242,101,317,3505,6925,2115,2708,1096,2522,2230,695,604,1491,9428
1984,"WSB",3344,6907,71,282,3273,6625,1664,2201,1027,2387,2192,556,320,1429,8423
1985,"ATL",3444,7119,73,235,3371,6884,1782,2371,1161,2345,2009,665,541,1440,8743
1985,"BOS",3721,7325,110,309,3611,7016,1860,2307,1116,2630,2287,645,414,1320,9412
1985,"CHI",3453,6909,29,161,3424,6748,1981,2526,1074,2366,1992,622,468,1449,8916
1985,"CLE",3470,7364,96,335,3374,7029,1867,2491,1203,2445,2096,622,472,1372,8903
1985,"DAL",3560,7280,152,443,3408,6837,1844,2324,1095,2345,2152,575,335,1170,9116
1985,"DEN",3876,7976,73,235,3803,7741,2016,2568,1331,2303,2266,894,424,1368,9841
